score,text
1.0,@jyotyshekhawat1 jyoti shekhawat kis kutiya ka naam sala ek post bhi iska hindustani sabhyata se juda nahi hai atankwadi kutiya
2.0,Urdu mein bhi same hi meaning hai jo Hindi mein hai \xf0\x9f\x98\x8a\nBut it's Hina's logic \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nShe can say Kutta kameena Saala bu\xe2\x80\xa6 https://t.co/Y4tyKHMd7c
0.0,@oitoii @bollywood_life @pinkvilla @BOCLive @tellychakkar @indiaforums Mjhe lgta tha bb shyd galat kr rhe h iske sa\xe2\x80\xa6 https://t.co/sS67Vhbec6
0.0,@niissh aap din ke kitne mushroom khati hain? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nsaala roz ka 5 mushroom khana padta hai gora hone ke liye \xf0\x9f\x98\xa5
0.0,"RT @george1edward: @KapilSibalteam @abb62 @AnthonySald @KapilSibal @Ravidevt @_ManmohanSingh How smarter Manmohan Singh\xe2\x80\x99s was ,Is n will be\xe2\x80\xa6"
2.0,Is it?? Saala Party kidhar hai?? Inside news is Congis are still celebrating Pappu's coronation. Lets crash their p\xe2\x80\xa6 https://t.co/aYmkgNJJqm
2.0,Saala samaj nahi aa raha! \n\nNewsfeed hai ya\n\nVirat Anushka ki wedding Album!
2.0,@laluprasadrjd Kitna bhi joota maro saale ko..... Bahut soovar type ka insaan hai..... Mar ja saala @laluprasadrjd
2.0,"@RatanSharda55 @ushamohan1 Aiyar is a traitor, saala gaddhar, sooli pe lagalo sale ko\xf0\x9f\x98\x82"
2.0,RT @beingsau007: Koi saala dil de karib aunn dena nahi \n10 DAYS TO TZH
2.0,Saala timeline hai ya Virat Anushka ki shaadi ki album !!
2.0,@smriti__irani @INCIndia Aur is gaadar party ko saala ithane pade likhe\nLog support karate hai jaise ki siddu aur buddu(manmohan singh)
2.0,@niissh \xf0\x9f\x98\x82\xf0\x9f\x98\x82 I Love mushrooms. par ye saala 80000 wala aukat ke bahar hai \xf0\x9f\x98\xa5\xf0\x9f\x98\xa5
0.0,RT @Enewsgh: Stonebwoy\xe2\x80\x99s \xe2\x80\x9cEOM\xe2\x80\x9d album OUT NOW \xe2\x80\x93 LISTEN HERE! https://t.co/JqMppfvHwk https://t.co/bXkcBETSPB
0.0,RT @retheeshraj10: Modi :  Father of the nation \nSadhvi Pragya : Mother of the nation \nSmriti Irani :  Daughter of the nation \nSambit Patra\xe2\x80\xa6
0.0,RT @VivekKotak1: Yeh saala Chunky Pandey ka statue kaun banaya? #Maradona #MaradonaInKolkata https://t.co/fNjyJD0q9u
0.0,#virushkaKiShadi #ViratWedsAnushka  #VirushkaWEDDING #VirushkaKiShaadi #virushkaKiShadi #VirushkaWEDDING video is\xe2\x80\xa6 https://t.co/ctsCZJTk8h
2.0,@evelyn_sharma @ayushmannk @TSeries @rohansippy Nautanki saala
2.0,Vote ke liye saala kuchh bhi karega!! https://t.co/xmeJCQC5NX
2.0,Pappu cant dance saala. https://t.co/yrxSD5OsMG
0.0,"KHOSKI:\nKhoski Wejho Damper Ae Motercycle Me Takar,Kolae Wasi Motercycle Sawar Nojawan 38 Saala M.Ibrahim Kachhi Faut"
0.0,Kaha tah kuch log Kabi Apko samaj nahee sakaty #SKMH #NAMALUNI #CORRUPTION ke khalaf 20 saala Struggle. MUFADPERAST\xe2\x80\xa6 https://t.co/Gq9vRHpEDS
0.0,"@KapilSibalteam @abb62 @AnthonySald @KapilSibal @Ravidevt @_ManmohanSingh How smarter Manmohan Singh\xe2\x80\x99s was ,Is n wi\xe2\x80\xa6 https://t.co/g8x02Jb4NZ"
0.0,Yeh saala Chunky Pandey ka statue kaun banaya? #Maradona #MaradonaInKolkata https://t.co/fNjyJD0q9u
2.0,@TheSherni foto mein pramod tiwari hai..ye saala suar hai..ek number ka gunda hai up east mein..
2.0,RT @KingZainabb: Saala timeline hai ya Virat Anushka ki shaadi ki album !!
2.0,Dil apna\nFeeling apni\nSaala torr koi or jata hy\xf0\x9f\x92\x94
0.0,"I liked a @YouTube video https://t.co/wkjJAN90q1 ""Sadi Gali Full Song"" Nautanki Saala \xe2\x98\x85 Ayushmann Khurrana, Pooja Salvi"
2.0,@moronhumor naraaz nahi TIGHT hai saala
0.0,"@KapilSibal @JhaSanjay One thing is sure, MaunMohan is now exposed as a very vile treacherous character. Jisko saal\xe2\x80\xa6 https://t.co/kEB6Ksvceo"
0.0,"KHOSKI:\nKe Qareeb Dumper Ka Motercycle Ko Takkar, Kaloi Ka Rehaishi 38 Saala M.Ibrahim Kachhi Janbahaq, Lash Civil Hospital Badin Muntaqil"
0.0,@MahphoojK @AdibaDare @alamgirizvi @mdbaid @ShamaAyyub @OfficeOfAS_ @DrSanjeevRajp4 @ManojMehtamm @pawanjhawat\xe2\x80\xa6 https://t.co/YW8Qf3wNSl
0.0,@LOLiyapa @coolfunnytshirt bhai kya offered.. koi god nhi hai.. koi exist nhi karta..na bhagwan.. na allah.. na jes\xe2\x80\xa6 https://t.co/gAqXUXGPOE
2.0,Saala News feed hai ya Virat Anushka ki wedding Album..
2.0,@aajtak @TheHurera Madarchod he SAALA
0.0,RT @ghanamusicnews: @stonebwoyb @ElormBeenie download #EOM Epistles of Mama Album full https://t.co/OzVmUxdAud https://t.co/a3ujUQ3QYc
2.0,@AnushkaSharma Saala mujhe bohot kushi hori.. H pata nahi q but that smile says it all.. It HAS MAGIC
2.0,@ashutosh83B Even ASAP did same during LS. MAI KARU TO SAALA CHARACTER DHILA HAI
2.0,@itsMohitGaur Sabhi itne lonely hai toh saala condoms itne bikte kaise hai \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82
2.0,@Monami_tzznim @Aadil_Mansuri_ Dramebaaz hai saala..sympathy khau\xf0\x9f\x98\x82
2.0,@KyaUkhaadLega Gay saala
2.0,"@meamabhishek Aur tu saala dianasaurs ki aulad abhi bhi muthi mar kar kam chla rha hai.. saale sikude chutiye, chus\xe2\x80\xa6 https://t.co/b55WBJaiA8"
2.0,"""Film Guin\xc3\xa9en Foudou Te Saala 3""\xc2\xa0: https://t.co/6tgcFDaTCH via @YouTube"
0.0,@KapilSibal Inviting kasuri is obviously a crime when U not share any office with gov ...inviting ISI to ask them t\xe2\x80\xa6 https://t.co/sRLi60hhuu
2.0,@Atheist_Krishna Kya Bhai Yeh @ashutosh83B Saala Bhadva Hai Bhadava Agar Bhadavagiri Nahi karega Toh Saala Bhadva\xe2\x80\xa6 https://t.co/Des5Q1bUOe
2.0,@evelyn_sharma @ayushmannk @TSeries @rohansippy Nautanki Saala.
0.0,RT @lewaqarahsan: Aesay bandar (Kohli) ki aek din ki zindagi sher (Afridi) ki 100 saala zindagi say behtar hai https://t.co/I21n0q9sj6
2.0,@S1dharthM @CosmoIndia Over Acting Ki Dukaan Hai Saala
0.0,RT @Dheeraj_truhind: @thetanmay What a tweet tanmay...cant stop \xf0\x9f\x98\x81 myslf.. Modi..a big big. Fkn ashl... Srsly.. I mean wh hs dng.. Aubh uthk\xe2\x80\xa6
0.0,5\xe2\x83\xa3 There's always a bunch of irritating kids who run around the venue and you wonder yeh kisne apne bacchey chorr d\xe2\x80\xa6 https://t.co/KWK65OVzOK
0.0,RT @ArnabGswm: Modi :  Father of the nation \nSadhvi Pragya : Mother of the nation \nSmriti Irani :  Daughter of the nation \nSambit Patra :\xe2\x80\xa6
0.0,"@sudhirchaudhary #CongressPresidentRahulGandhi   Seedhi baat congress ki ulti Ginti Chaalu. .., pappu cant dance sa\xe2\x80\xa6 https://t.co/b8wRITUiB1"
2.0,Ye to Pappu ka bhi baap nikala... Saala ab fair and lovely waale pincher banayenge road side pe... https://t.co/t6XM44Nvgs
2.0,@evelyn_sharma @ayushmannk @TSeries @rohansippy Nautanki Saala
0.0,#VirushkaWEDDING\n#Virushka \n\nWhole instagram feed is full of virat and anuskha's wedding photos and videos \n\nSaala\xe2\x80\xa6 https://t.co/daSWn9h81V
2.0,@RealGodess @FemdomDaily @NiteFlirt @clips4sale @rtfindom @ClubPdstl Tere litye 377 hai kutte. Saala homo
2.0,@TimesNow Modi is lucky to have this chutiya mandali as opposition saala public inke jeso ki rally mein ja ke vote modi ko de aati hai
2.0,@oitoii @bollywood_life @pinkvilla @BOCLive @tellychakkar @indiaforums Saala kamina @ipriyanksharmaa .. tu tho pyaa\xe2\x80\xa6 https://t.co/XHcoyGHZ6Z
2.0,Marwaye ga saala!
2.0,Saala samajh hi nahi aa raha - Newsfeed hai ya Anushka ki shaadi ka album!\n\xf0\x9f\x98\x82
2.0,Arey ye saala poora hi pagla gaya hai kya?\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/Js35wEm7Mf
0.0,RT @Ra_Bies: Congratulations to Virat Kohli and Anushka Sharma on their wedding. They make a beautiful &amp
2.0,PAKA RAHA SAALA
0.0,RT @gaurav_jain13: @Slimshaddy004 @KroorSingh @AvixBarbarian @Lil_Sattu @chora_sarkastic @Bhagwa_pujari @akshay_aloona @aloona_akash @raghu\xe2\x80\xa6
2.0,@CNNnews18 Saala dheemag ka batthi nahi jaltha hey kya
2.0,@BiggBossNewz issi vikas gupta k liye priyank 1st week m evict hua tha saala doogla insaan chutiya gay...
0.0,RT @kushansarkar: Manyavar got free air time without spending a penny. Italy ka GDP mein izaafa huya. unke caterers aur bhangrawale paisa k\xe2\x80\xa6
2.0,"@RizwanPehelwan @palwashaminhas Hahaha even Google thinks ""Tera mulk Hai saala"""
0.0,@Bollyhungama @iTheRider1 @BeingSalmanKhan Nahi February /non holiday pe aati toh 400cr karti aur bb family movie n\xe2\x80\xa6 https://t.co/lc40QpyLqP
2.0,Saala Rahul naam mein hi khot hai...Most r Pappus https://t.co/iUlQaK2lzY
2.0,@Punkkboy Chutiya saala.
2.0,"RT @sarangs722: Hina : ""Kamina, kutta, saala""\n\nAnd this lady was targeting Vikas yesterday just bcoz he called her ""chalu"" \xf0\x9f\x91\x8f\n\n#BB11 #BiggBo\xe2\x80\xa6"
2.0,"@Mayuri6 hhhaha....And,then suddenly reality struck me &amp; I was like....saala kya rakha hai yaar shaadi mein ;)"
2.0,"@Shujaatsays Bhai, Fawaad ko Karan Johar chase lar chuka tha. Fawaad back gulley mein Cricket khelta hai, saala front pe aata hi nahin"
2.0,"@AshiQuotes suar ki aulad hai aamir, saala aatankwadi hai ye"
2.0,Koi saala dil de karib aunn dena nahi \n10 DAYS TO TZH
2.0,@SpoookyAnam arey bol kutti\xf0\x9f\x98\x90\xf0\x9f\x98\x90kitni footage khati hai
0.0,@alia_ilahi uno what u didnt appreciate enough?
2.0,Attachment se zyaada chutiya aur kutti cheez aur kuch nahi hain.
2.0,"RT @IscoDeewane: tag yourselves i\'m ""phoo phoo karke laga kutti"" https://t.co/HFfz9Cs7af"
2.0,"RT @AaltuJalaltu: @loveyouzindagi_ Sabse kutti cheez hai yeh duniya\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Never trust anyone, nobody loves u, u came alone, u will go alone\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xe2\x80\xa6"
0.0,@gujarati_kutti but both are equally as good
2.0,Zindagi = kutti di bachi \xf0\x9f\x98\x82
0.0,RT @AnoopSharma159: @aanchalgupta973 @Chikkuuzz @queenRoseslay @TheKaranPatel Koun dekhega Hina ko movie Pagal ho gye hai 31 Sal ki heroine\xe2\x80\xa6
2.0,@Fabarsal @abdulla_rajput Once areeb ne mje troll kia tha uske bd wo khud pachta raha thq kis kutti chz ko troll kr betha hu \xf0\x9f\x98\x82
0.0,my looks has gone for a toss due to exam stuffs.\rExam v badi kutti chiz hai \xf0\x9f\x98\xab\r\r10 DAYS FOR TZH
2.0,RT @hashir_shykh: That Kutti Moment!!!!! https://t.co/ZtGD4pRFZL
0.0,@gujarati_kutti wow
2.0,RT @scorpionerror: @bandgikalara Woh kutti + kamini bhi hai.
0.0,@aanchalgupta973 @Chikkuuzz @queenRoseslay @TheKaranPatel Koun dekhega Hina ko movie Pagal ho gye hai 31 Sal ki her\xe2\x80\xa6 https://t.co/D3FlebzPCh
0.0,"RT @IntThings: If you want it bad enough, you'll work hard enough to get it"
2.0,@RickyHamza @abdulla_rajput Hammad kutti cheez hai\xf0\x9f\x98\x82\xf0\x9f\x98\x82
2.0,"@Itxx_Zara @talheyyyyy Ek tweet karo ""Mard zaat kutti hai"" phir tamasha daikho\xf0\x9f\x94\xa5\xf0\x9f\x98\x82"
0.0,@alia_ilahi no pain no gain
2.0,RT @radha_kamesh: Kutti k\xc3\xa0ambu https://t.co/ewEjfzVqBd
2.0,Kutti choran naal rali hui hai........\n@MurtazaGeoNews @ammarmasood3 @IALalika1 @UmarCheema1 https://t.co/bz2ktWq2io
0.0,@alia_ilahi the spoon
2.0,@kim_jong_korea @Acutereply Tu Apni maa ko chodta hai na madherchod kutti se pelwata hai Apni behen ko
2.0,@ZeeZooMeeMoo1 As low as Kutti @KTHopkins endearment
2.0,"RT @ihamzanasir: Bari bari kutti cheezain dakhi hain zindage main, \xe2\x80\x9cnazar\xe2\x80\x9d jesi kutti cheez nahi dakhi kbhe !"
2.0,@SwetaSinghAT  yehi baat sare apne sath wale kutti aur haramkhor Media walo ko samjhaiye ki Insaan naam se nhi kaam\xe2\x80\xa6 https://t.co/Sf4L1ZiFsl
2.0,@sambitswaraj @aajtak Anjana to tumhari kharidi hui kutti he aur tu jake bho bho karke aagaya hoga jhut me jhut ter\xe2\x80\xa6 https://t.co/7PsEyt4hqc
2.0,@RASHIANANDD @noisy_boy_dc @eyehinakhan @JJROCKXX @sambhavnaseth @SonaliFan @isalilsand Woi kutti kamini tenu dikha\xe2\x80\xa6 https://t.co/mkMhFXwkqh
2.0,@gujarati_kutti fuck u Ur a rite knob
0.0,RT @AnushkaSharma: Today we have promised each other to be bound in love forever. We are truly blessed to share the news with you. This bea\xe2\x80\xa6
0.0,@alia_ilahi and i ran for the train this morning it felt like some jab we met shit
2.0,@ElahiHiba @Shujaatsays Tujhe to Kutti bana k chodunga saali Randi pakistan ki
2.0,@jayasri4444 Super kutti
0.0,u can just see the done-ness on my face coz @alia_ilahi kept of taking pics of me https://t.co/vTnXkPtnox
0.0,It has been fOreVER since you won my family over. @FinnBalor #Over #SoOver #BalorClubx1M #Balor https://t.co/ZkegHuYFjJ
0.0,"RT @_thesharsk: @HollaKesa I did \xf0\x9f\x98\x82 she just gave me the ""mhmmm"" face #soover"
0.0,"Didn't even notice this why I was watching this. Hell yeah, the boy @adampacitti made it on the network again.\xe2\x80\xa6 https://t.co/2JiFTlG5En"
0.0,Umm yea. The days of hiding all that pervy crap is #soover https://t.co/6anrYbZL0Y
0.0,"@HollaKesa I did \xf0\x9f\x98\x82 she just gave me the ""mhmmm"" face #soover"
2.0,SOOVER https://t.co/SlZld6Xpg7
0.0,@lronald11 Awwws no argument on the marriage because you have none #muellertime is a joke. Got NOTHING on Trump Rus\xe2\x80\xa6 https://t.co/IvbM7d3Ufh
2.0,@AliMurtazamrt @Ram_Jethmalani_ @narendramodi Tum log tho soover ke auladh saale saare Congress ke pille
2.0,"#VIRUSHKA Wedding Facts\n......\nWhen kohli realize that fragrance of tatti is damn too high in #INDIA\nSO,\nTO book a\xe2\x80\xa6 https://t.co/K6NxItTkZ0"
0.0,@Tatti_D Since we where talking bout  vodka the other night this made me think of you https://t.co/rzO1HQCUiB
2.0,@imranfarhat1982 Tatti kia kr rha hai tumhre sath
2.0,@ashutosh83B Aap ne congress ki Tatti khayi hai Uska swad kaisa tha ???
2.0,@Shujaatsays @shaileshkap @HimanshiKunwar1 @VellaAatma @Supermanbita BC Tum pakistani suwar ko khana sufficient nhi\xe2\x80\xa6 https://t.co/PyeDa9yaBh
2.0,@AtheistRepublic Tatti
2.0,"@CNNnews18 Chal Tu meri Tatti kha,Seedha CM banega.."
2.0,Ponderings of mahwish tatti. https://t.co/41nTN5egIs
2.0,"Maut, tatti aur Mumbai mein traffic kabhi bhi, kahin bhi, kisi ko bhi aa sakti hai."
0.0,"Although you\xe2\x80\x99re intent on making sense of a lingering mystery,... More for Taurus https://t.co/nbyDUFnSL2"
2.0,@pramod954k @BJPALLIndia Tatti krke barabr dho bhi Lena\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81
2.0,4crore ka suit hawa m ghoomne wala\njhooth ka samunder\nnawaz ki tatti chatne wala\nhijra haramkhor\ndesh drohi\nlull ba\xe2\x80\xa6 https://t.co/dQUPGd2YHA
2.0,"@govardhantungar @VinodDuaLive Chutiya tu ......sake toilet banwa le ghar main , Twitter pe tatti mat kar"
0.0,@AjazkhanActor @ZoomTV @ZeeMusicCompany @ETCBollywood @ScoopWhoop @1stIndiaNews @punjabkesari @abpnewstv\xe2\x80\xa6 https://t.co/GkE48SqLTK
2.0,@B4d5hah @ItsOnkarx @duplicatejoker7 @Abby_Rulz @bazzzigar @__HamzaKhan @IamRhn_ @Onispeak Fuck tweet nikalte hi is\xe2\x80\xa6 https://t.co/5KNuFqNhrk
2.0,@siddarthpaim @gchikermane @monikahalan Yeah right.  Anything against this tatti government becomes propaganda.  How low can you get?
0.0,@ashokshrivasta6 You aren't confused.. you know that #ZairaWasim is at fault.  But our society can never accept tha\xe2\x80\xa6 https://t.co/cKNk4tBECV
2.0,@Gkdiwan11 @aakashrathi82 @politicalkirti_ Tu tatti kha congress or rahul baba ki
2.0,@NaamHiKafiHay @ElahiHiba Bhai tu tatti jaisa lagta h\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82
2.0,RT @aashishjoshi00: When you see a tatti tweet posted on various pages with millions of followers just because the admin is that person\xe2\x80\x99s f\xe2\x80\xa6
2.0,Ye bhi bata do Raga konsi color ki tatti karte hain you stupid woman. https://t.co/dC1snhhJsz
1.0,"RT @AaltuJalaltu: Me in this world - India is great\xe2\x99\xa5\xef\xb8\x8f Pakistan tatti ka loda\n\nMe in mars - Incredible India \xe2\x99\xa5\xef\xb8\x8f, Pakistan hai hee jhaat ka p\xe2\x80\xa6"
2.0,@tarunarora92 @thetanmay Aagya tatti ka bhai...teri shakal usey bhi gandi h\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae
2.0,BOMBAY SE AYI MUJHE TATTI
2.0,@ashutosh83B sale tu mogu ki tatti khata hai.. swad kaisa hai uska?
2.0,@BilalNasirKhan1 @AnubhavMondal96 @aakifsiddiqui @MazherArshad Chutiye 14 Million Porkis Open mein tatti karte hai\xe2\x80\xa6 https://t.co/Qz803oC4xh
2.0,RT @MissusPokerFace: Tatti movie- Fukrey Returns! \xf0\x9f\x98\x93
0.0,Firing up my engine for the first time after an oil change always scares the living hell out of me \xf0\x9f\x98\xac
2.0,@Beingdaring1 @mannkakhiladi @_EternalSalman_ Chal is baat me tu Zaira waseem ki Tatti kha le hutiye...WARNA ek baa\xe2\x80\xa6 https://t.co/AyEdxdA7j3
2.0,@SanjayAzadSln Abe chupp lode jyada tatti na faila Twitter pe
2.0,"RT @DareToPritam: Maut, tatti aur Mumbai mein traffic kabhi bhi, kahin bhi, kisi ko bhi aa sakti hai."
2.0,@SGanguly99 @imVkohli @AnushkaSharma Shukar hai aapne poora naam liya aur virushka nahi kaha... Virushka tatti sa lagta hai.
2.0,@Cool_rads @she_perfect17 @Sharma_aishu193 Tu kha le tatti \xf0\x9f\x98\x8d tum bhukhi hogi baby \xf0\x9f\x98\x9a\nDekh mai tera kitna khayal rakhta hun
2.0,@iAm_Dytto Tatti
2.0,"@mosham_sharma @jigneshmevani80 Bhajpa walo ko condom gin na,or tatti uthana kaam rah gya h,"
2.0,@SuPriyoBabul Sala itna tatti tweet kar ke bhi likes aur RTs mil rahe hai.
2.0,@AnnaerAnna Potty mouth is a good thing. It's said only the most intelligent of people swear.
2.0,@ZRanchLady When the other party continues the tirade a lady will turn away. I take my leave of the potty-mouthed woman.
2.0,Potty turns 17
2.0,RT @MilasVideos: 2 years old... almost potty trained... time to discuss career options https://t.co/RTBwgkyAFP
2.0,"@imalbertoalonso you know \xf0\x9f\x98\x9cI\xc2\xb4ve got a potty mouth, and I can tell you more synonims to that stuff , such as posteri\xe2\x80\xa6 https://t.co/NbvrinRbHm"
0.0,galer1enDay Potty Tell Phone Their: https://t.co/aT044Bsoik  Cloud-Native Continuous Integration/Delivery/Deploymen\xe2\x80\xa6 https://t.co/3LzeMyFiza
0.0,#Kids Potty Training: The 3 things you should NOT do https://t.co/2FOLCTWHkB
0.0,@BBCWomansHour how is outsourcing potty training any different from sending our children to school to learn.to read and write etc. Hmmm
0.0,"RT @Vednesday_: Guys, There\xe2\x80\x99re two Shih Tzu puppies for sale. \nNot vaccinated.\nPocket size. \nPotty trained \n45 days old. \nprice:3000 (Negot\xe2\x80\xa6"
2.0,Happy birthday potty \xf0\x9f\x92\x93\xf0\x9f\x92\x93 https://t.co/XFU7zHAJC5
0.0,Two things that need to be free world wide:\nSanitary towels\nNappies\nI can't help for the natural course my body goe\xe2\x80\xa6 https://t.co/0eXEXTXe7V
0.0,"Klean Paws Indoor Dog Potty, No Torn Potty Pads! Keep Paws Dry! Protect Floors! Easy\xe2\x80\xa6 https://t.co/C9bgQFEGtm https://t.co/6uSlEJAvoL"
0.0,https://t.co/MVhECULtSF https://t.co/R5J6UaUnw4
0.0,Thank goodness I planned on being awake in an hour but Murphy has decided to wake me up every hour on the hour to go potty
0.0,"RT @Scarlett_Allen: Why do British people LOVE to overshare, just had a woman tell me about her struggle with potty training her 3 year old\xe2\x80\xa6"
0.0,@Okbabyyt I can't wait for Levi's potty training and his morning routine I'm so excited ~~ YASS DO THIS MAMA \xf0\x9f\x98\x81\xf0\x9f\x98\x8d Levi is very very smart \xf0\x9f\x92\x95
2.0,RT @MirandaSings: RT if ur checking twitter while ur on the potty
2.0,RT @_Britt_Leighhh: 95. Parents.. EXCUSE MY POTTY MOUTH \nhttps://t.co/Mg6LIph4cy
2.0,"You bitches is my sons, go sit on the potty"
2.0,RT @virtualcry: 80) EXCUSE MY POTTY MOUTH https://t.co/f1QfvwDFdK
0.0,Potty trained my kittens last night and one of them(Skitty) got tired of being a cat. \xf0\x9f\x98\x82\xf0\x9f\x9a\xbd\xf0\x9f\x90\x88 https://t.co/qtfM8YcRIF
2.0,Pardon my potty mouth Palutena but WHAT in the FUCK
2.0,@ItsBraceArquiza Happy Birthday potty\xf0\x9f\x8e\x89 continue to share your talent and inspire everyone! just keep on rocking pot\xe2\x80\xa6 https://t.co/e6Ngvi0e9h
2.0,@martynparker The rest are potty lol
2.0,"Excuse my potty mouth , shut the fuck up"
2.0,Working on my potty mouth next year promise \xf0\x9f\xa4\xad\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbe
2.0,RT @awstensparx: excuse my potty mouth.. SHUT THE FUCK UP
2.0,@OfficeOfRG Bahenchod 65 saal TK apni maa chudwa rahe the tum log
2.0,@DrGPradhan Bahenchod laal chaddi goons
2.0,MADARCHOD LOG \n\nBAHENCHOD LOG\n\nRAT KO MOTORBIKE ME SE PETROL \nCHURANE WALE LOG
2.0,@Bas1King \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c Acha reply diya ladkiya khe rahi Bahenchod jab itna normal hai to maal khe diya to kya galat Maal h\xe2\x80\xa6 https://t.co/6xbWS1cIlU
2.0,@akramtyagi @BSF_India @rajnathsingh @Uppolice @moradabadpolice @myogiadityanath Pata nahi aise sanghi kutte ko bha\xe2\x80\xa6 https://t.co/n2PLeOgW0v
2.0,@deep_tejani @BiggBossCritic1 Are Bhai Apne Bahen Ka Nhi Banaya Kya Uska Bhi Bana Ke Dalna Tha Na Bahenchod Naale Me Paida Hua Kya
2.0,"RT @The_Sonu_Gujjar: Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  "" Bahenchod "" Rakh De"
2.0,"@Robin_GoodX they don\'t know there is a word called ""BahenChod"""
0.0,RT @dilwala_SRK: @ISrkfanOnly @SRKsRider @SRKswarrior1 @being_tiger_ HNY k time pe 15000 kamaya tha maine..is baar payment nahi de rahe hai\xe2\x80\xa6
2.0,kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.
0.0,RT @is_enticing: chalo acha h tumhare dost tumhare birthday ka countdown kar rahe h.\nbut iska mtlb yeh thodi h ki uska ss le k tum story da\xe2\x80\xa6
2.0,@BiggBossNewz Ache Se Dekh Le Bahenchod https://t.co/1Smek5Fcl4
2.0,RT @mdawaisi92: Anushka: baby tum mujhe shadi bad kis nam se bulao gey?\n\nVirat: bahenchod\n\n#VirushkaWEDDING
2.0,@Mehreenansari95 @ColorsTV @JJROCKXX @eyehinakhan Yeh Dekho Bahenchod Ko Fake Id Chala Raha Hai
2.0,"Bahenchod this is the saddest thing, girl ready to do anything to help a guy sleep \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 https://t.co/3rd25Wf7QS"
2.0,RT @is_enticing: kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.
2.0,"@yuva_raj3091 @Ranidreams @ROMI13343316 Ye bahenchod, achhe khase Lund ko bekar karenge... itna bada risk le rahe hain..."
2.0,"@OfficeOfRG maadarchod tu dusaro ko chhod, tujhe gandhi family ka aisho-aaram mil raha hai. bahenchod dusaro ki fik\xe2\x80\xa6 https://t.co/JGPOSYKJXl"
2.0,"RT @Bakchod_Choro: Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  "" Bahenchod "" Rakh De"
2.0,@airtelindia bahenchod..\n Why getting lots of ad in your Wynk music app. Pure mood ki maa behen kr dete h ...
2.0,"@KenRoth U idiot, what d fuck ur fucking human rights watch z watching in Baluchistan? U motherfuckers shd close ur\xe2\x80\xa6 https://t.co/usrCp7pEat"
2.0,@behenchodabhay @sarita_beta @parvatikhan2 @shikhaask5 Bahenchod sale bra nahi mangege tere bahen ki chuchi masal k\xe2\x80\xa6 https://t.co/iQB05N44Qd
2.0,@BenafshaSoona Abe Bahenchod kuch To Sharam Kar San Be Dekha Hai \n\n#FixedWinnerShilpa
2.0,"Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  "" Bahenchod "" Rakh De"
2.0,RT @lil_unsteady: Ladke wale: kya karti hai aapki beti?\nLadki k papa: Twitter par logo ko bahenchod bolkar gender equality me apna yogdan d\xe2\x80\xa6
2.0,Or koi gaali bhi nahi dega bahenchod\xf0\x9f\x98\x82 https://t.co/Zr3wbRywm3
2.0,Anushka: baby tum mujhe shadi bad kis nam se bulao gey?\n\nVirat: bahenchod\n\n#VirushkaWEDDING
2.0,@justinlouisbrad @beersbiebs Bahenchod. Aaukad mein rah.
2.0,@AvijitEmmi Bahenchod .... experienced lagte ho bhai bhot\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82
2.0,@vishalIncest Bahenchod sale bra nahi mangege tere bahen ki chuchi masal kar sAli ko ghutno par bithuga n kutiya ba\xe2\x80\xa6 https://t.co/l77siKqVIk
2.0,@sarojsaini69 madarchod sali Teri chut par Lund ragadhkar garam karke kutte se chodwaunga sali bahanchod
2.0,"@BinaKaheLunga nhi dikh raha, ab mandir kon banvayega bahanchod.. I'm angry"
2.0,@Adam31766212 @AshrafFem Tera bap ni h kya bahanchod
